PID,Gender,Age,Handedness,Video Games,3D Environment,Immersive Tech,Condition,StressPrediction,NumberOfColors,C,Order,Trial duration,Time Spent assigning task,Idle Time,Portion of time worked,Team success,Team failure,Team Success Rate,Team Score,Team Score per task,Team Score per minute,CA_taskQueue,CA_currentStress,CA_futureStress,CA_testedStress,CA_strategy,CA_speed,mental,physical,temporal,performance,effort,frustration,stratChangeVisu,stratChangeOther,CurrentStressFB,FutureStressFB,TestedStressFB,colorPref,remarks
13,Male,20,Right-handed,2,2,1,5 Colors - No Prediction,No Prediction,5,2,2,645.709,418.394,227.31499999999994,0.47,150.0,22.0,0.872093023255814,151.97,0.872093023255814,14.121221788762432,3,5,N/A,N/A,"I tried to figure out which operators respond to stress better/work faster. I then came up with 2-3 predetermined patterns of easy/hard tasks to give to operators based on their percieved skill. A harder queue was (hard, hard, easy, hard, hard). An easier queue was (hard, easy, hard, easy, hard). I couldn't always stick to these patterns due to task availability and etraneous reasons, but they were the foundation for how I made my decisions.",4,4,2,3,4,3,3,"Yes--when I could see a higher resolution of future stress levels, it allowed me to stay in the low yellow zone at all times.","Yes--as I learned how the game worked, I became more aware of avoiding higher levels of stress. I'm not sure this resulted in a conscious strategy, but I understood how to score better.","Its not as important as future stress levels, but its still helpful because it lets the user know which operators are currently low-stressed, which is helpful to know for maximizing points.","No--I don't think this added any value to my strategy, but addmittedly I could be naive.","Absolutely--this was super helpful. Admittedly, I completely lost track of which operators were the fastest and slowest because it was so mentally easy to just watch the colors. ",5 Levels (Right),nan
14,Female,36,Right-handed,2,3,3,5 Colors - No Prediction,No Prediction,5,2,1,583.203,273.392,309.811,0.5216666666666666,101.0,72.0,0.5838150289017341,93.92,0.5838150289017341,9.66250173610218,5,5,N/A,N/A,I just checked the colors of stress level and assigned the task.,2,2,4,2,3,2,2,"Yes, I changed my strategy. When I can have future stress level, I could use this information regardless of the speed of each operator. But when I only have the current stress level, it took me more time to assign the task because I had to consider both the stress level and their capability.",No. I changed my strategy depending on the visual feedbacks.,Yes. The current stress level is the fundametal information for my decision making.,"Yes. When I have the future stree information, I can decide faster and easier to assign the task.","Yes, the information helped me to confirm my decision.",5 Levels (Right),nan
15,Male,29,Left-handed,5,5,5,5 Colors - No Prediction,No Prediction,5,2,3,604.735,298.003,306.732,0.5016666666666666,149.0,23.0,0.8662790697674418,150.35,0.8662790697674418,14.917277815902834,1,5,N/A,N/A,"First I identify who are the fast operators, then I assign only hard tasks to them whereas easy and hard tasks to the other four by their current stress level - and stop assigning them tasks when their stress level reaches full yellow.",4,4,4,2,4,4,2,Slightly. This varies by the feedback that I can access and see.,"Slightly. There is a certain level of learning effect ""the way collision works, strategies of picking and throwing a correct cube to a correct operator, the pattern of the operator e.g. the speed it takes to recover etc..""","Depends on the task and use case. For the scenario in this study, the stress level influences the performance hence it serves as an important factor to help with judging task and achieving an desirable outcome from a task/mission/operation.","Yes. Considering there are many concurrent operators, it can be difficult to track each of their stress. Hence a future stress would be essential as a visual cue to guide the manager who assign the tasks to the operators.",Depending on the task scenario but I would see how it is been helpful for this experiment.,5 Levels (Right),"There are some inconsistencies in the task design. For instance, when I was throwing a cube ""task"" to an operator/their bucket, a bunch of cubes spawn and collides with the throwing cube therefore assigning one intended and one unintended tasks to the operator. Furthermore, I feel it is hard to differentiate between easy and hard tasks likewise picking the correct one up. It would be easier if they are presented with different colors ""e.g. green for easy / red for hard"" or different visual representation ""e.g. a chilli for hard and a candy for easy task etc.."". The task also requires the user to constantly pay attention to many different places ""from left to right for each operator, top left to top right for their indicators/stress visualizations, bottom centre for task selection, and throwing objects. Not to mention mental effort to consider which operators beenthe fast or slow operator, their stress level etc. Due to this, the task is overally difficult and requires a high physical and mental effort to complete."
16,Male,37,Right-handed,3,4,4,5 Colors - No Prediction,No Prediction,5,2,4,615.771,417.168,198.60299999999995,0.505,155.0,17.0,0.9011627906976745,154.59,0.9011627906976745,15.063067276633683,3,5,N/A,N/A,Usually allow for operators to have yellow and green stripes before giving the next task.,4,1,4,2,2,2,1,"Yes, the ones who predict the future give you more information so you rely more on that future prediction.",Not really. The coloured circles representing strees were my main indicators so the only changes in strategy directly related to changes in these coulours.,"Yes, its the most important because if the operator is stressed you can give him a minute to rest.",It definetly helps knowing the future stress. ,This indicator makes it eaven easier. The only downside is that having so many indicators can be confusing.,5 Levels (Right),"having more that 3 stress levels is great, but not sure if stripes is the best way to visualize them. You could potentially have 5 colours: eg. green, yellow, orange, red, brown."
17,Female,19,Right-handed,1,2,2,5 Colors - No Prediction,No Prediction,5,2,2,454.274,267.219,187.055,0.6666666666666666,31.0,141.0,0.18023255813953487,27.360000000000003,0.18023255813953487,3.6136780885544852,4,4,N/A,N/A,Assigned hard tasks to the green/ yellow  operators and easy to the red.,3,3,3,3,4,3,2,I think when there was an intermediate mixture of colors the actual stress level was more clear so i assigned tasks accordingly,As the experiment went on I understood better the objective of the game and refined my strategy so that the operators arent that stressed all the time and the score increases.,Yes because you know if you should consider that instantly based on if its currently too stressed the predicted stress would be higher,Yes because you can see how after finishing the ongoing tasks the stress level changes,Yes  it helps when choosing which operator to assign the task to,5 Levels (Right),nan
18,Female,24,Left-handed,3,1,1,5 Colors - No Prediction,No Prediction,5,2,1,600.876,227.135,373.741,0.5233333333333333,128.0,44.0,0.7441860465116279,128.08,0.7441860465116279,12.789327581730676,2,5,N/A,N/A,"Avoid reaching red level of stress, giving hard to those who are green or yellow",4,2,2,2,2,2,2,"Yes, it was easier to find the different type of operators (fast, slow) when you had predicted stress, it was more random to assess them without predicted stress ","Across the experiment I've become faster assigning tasks, taking less time to think ","Yes, otherwise you cannot foresee their futur level of stress with the task you are giving them","Yes, because it is hard to anticipate even with the current stress, with future stress you can deduce more easily the type of operator (fast vs slow) ","Yes, it also gives more information about the operator and allows to make more relevant task assignment decisions ",3 Levels (Left),The task should be assigned to the operator when the cube falls in between the basket and the operator 
19,Male,28,Right-handed,5,5,5,5 Colors - No Prediction,No Prediction,5,2,3,600.429,396.658,203.77099999999996,0.49500000000000005,172.0,0.0,1.0,169.23,1.0,16.9109087002793,2,4,N/A,N/A,I generally waited until the persons stress level was green (low) then allocated tasks to them. I tried not to allocate tasks to anyone that was already in the green/yellow range.,4,4,2,2,4,3,1,"With the predictive feedback cues I would use them as a guide as to the real stress level, without them I would have to guess how assigning a task would affect the stress levels.",Generally I tried to just wait for the lowest stress levels before assigning tasks. So this remained the same throughout.,"Yes, in general I tried not to assign tasks to operators if their stress was anything other than green. This way I at least knew the stress wouldnt reach the red level.","Yes, knowing how high the stress will be after the tasks are completed told me what to expect and when I really couldn't assign more tasks to an operator.","Yes, tested future stress levels helped me to immediately undstand the effect the task would have on the stress level.",5 Levels (Right),"I wonder if the ability to assign ""rest breaks"" with similar feedback on the effect would provide a way to better understand how far into their current level of stress the operator is."
1,Male,29,Right-handed,4,5,4,5 Colors - No Prediction,No Prediction,5,2,2,706.911,247.732,459.179,0.4200000000000001,81.0,91.0,0.47093023255813954,77.27000000000001,0.47093023255813954,6.5583927821182595,5,4,N/A,N/A,"Same as previous, focused on stress over speed. ",2,3,2,2,3,2,3,"I mostly focused on colour, rather than look into texture substantially. I mostly tried to look for most green in contrast to red. ","I focused more on speed towards the later half of the experiment, and was less concerned about easy vs. hard tasks - maybe because I was receiving more information (thus more green). ","Yes, to understand the current state of each worker. ","Its important, but I wouldn't say as important as current stress. ","Yes, I think it would help make decisions more carefully, although I wasn't super aware of it. ",5 Levels (Right),"I mostly focused on colour, so having more green or yellow reduced the stress of picking workers for me, but potentially it resulted in more stress in the workers, although I wasn't sure. "
20,Male,26,Right-handed,5,5,5,5 Colors - No Prediction,No Prediction,5,2,4,656.657,381.592,275.06500000000005,0.4583333333333333,169.0,3.0,0.9825581395348837,167.72,0.9825581395348837,15.324895645671942,3,5,N/A,N/A,I think I ended up using the current stress level as a timer in order to guage when to give an operator a new task. I tried to get through the easier tasks first by giving them two at a time to the faster operators so that I was working slower by the end. ,4,2,2,2,2,2,1,"When I did not have a prediction, I think I found myself using the current stress as a timer, and settled on ""when it turns green, I add new tasks"", even though that was not fully optimal. I think the prediction caused me to be more accurate/careful about which tasks to assign.  ","Over the experiment I tried a few different combinatinos of assigning specific task types to operators speeds, though I did not find this made a difference beyond giving myself some amount of rigid structure to follow. Towards the end, I was more open to giving tasks to partially stressed operators due to the desire to finish the task quickly. ","As a base level feedback, I think this it is important, however I wonder if I only had predicted/tested values if I would still be able to safely assign tasks. ","Having this metric enabled me to be more accurate and careful about which operator I assigned to and when as it enabled me to plan ahead somewhat, versus simply using the current stress level as a trigger timer. ","I think this layered on top of the future stress level feedback to help me visualise the impact of each task, whereas without I am simply guessing and tend to revert back to the timer approach. ",5 Levels (Right),nan
21,Male,25,Right-handed,5,5,5,5 Colors - No Prediction,No Prediction,5,2,2,658.455,523.719,134.736,0.4983333333333333,163.0,9.0,0.9476744186046512,163.35,0.9476744186046512,14.884844066792718,2,3,N/A,N/A,Same strategy: Give hard tasks to green guys and everyone else would get easy tasks.,2,4,3,4,3,4,3,"Yes, the predictions of the stress level becomes really useful and helped me optimize my assignment. Without it, I would never give a worker more than 1 task, especially if they were yellow, as I was afraid it would cause them to go in the red. With the prediction, I could confidently give my workers a larger task list (although not too big) because I knew that the tasks I chose would not make them go in the red.
However, I did not really change my strategy between the 3 and 5 colour conditions.",I don't think so no. My goal during the entire experiment was to keep the operators in the yellow.,"If you don't have access to prediction, yes, as it's the only way to measure stress and decide which task to assign. If you have access to the ""tested future stress"" then it almost becomes useless: as a manager, your decisions are based on ""what if I gave this person this task"" rather than ""in what state is my worker currently in"". If you have direct access to ""what if I gave my person this task"", then that's all you need. Otherwise, if you don't, it's important to know what state your worker is currently in so that you can estimate what state it will be in if you gave him a certain task.","Definitely useful, if you don't have access to ""tested future stress level"". Otherwise, not super useful. Same reasoning as in previous question.","Yes, it's the most important metric, see reasoning in previous questions.",3 Levels (Left),"Interesting experiement, although I'm not a fan of the task assignment interactions. Sometimes I would think I picked up easy tasks and they turned out to be hard ones, because it's kinda hard to know which one is actually gonna be picked up. In addition, it's hard to mistake a hard task with an easy one since the only thing that distinguishes them is the text on it; it'd be faster and less error-prone to have cubes of different colors.
Additionally, gravity would sometimes cause the cubes to fall in the wrong baskets. My ideal UI for this would be to have a pile of easy tasks on the left and a pile of hard tasks on the right.
Also: oculus's tracking is much better :p"
22,Male,28,Right-handed,5,4,4,5 Colors - No Prediction,No Prediction,5,2,1,685.863,396.500,289.36300000000006,0.4883333333333333,165.0,7.0,0.9593023255813954,166.1,0.9593023255813954,14.530598676412051,3,4,N/A,N/A,I did not start a new task until stress was green. Sometimes I would assign multiple tasks if I determined a avatar to be better suited for easy or hard tasks (slow workers could perform multiple hard tasks before going into full yellow),4,4,3,3,2,3,1,I mainly always tried to focus on predicting if the task I would add would cause them to go into the red.,Not really but the ones with yellow/green combination helped a lot,Yes so you can see how the operator is going on the current task,Less important as the tested future stress seems to predict it mainly. At least I used it for predicting more,"Yes, this was the most helpful so I could prepare multiple tasks but not overload the operator",5 Levels (Right),I think 5 is the best balance of level as I can see when they are becoming tired and avoid overloading them with more tasks.
23,Male,24,Right-handed,4,4,3,5 Colors - No Prediction,No Prediction,5,2,3,621.692,252.349,369.343,0.5066666666666667,161.0,13.0,0.9252873563218391,157.62,0.9252873563218391,15.212034254904358,4,5,N/A,N/A,I first check the stress level ; look if the ope. has many tasks at hand; if under yellow and fewer than 1 tasks (included) then I give a task,4,2,2,2,2,1,2,yes because I had different indications,no,yes ,not really,very much indeed,5 Levels (Right),l'éternité c'est long surtout vers la fin
24,Male,29,Left-handed,4,3,1,5 Colors - No Prediction,No Prediction,5,2,4,654.883,361.777,293.10600000000005,0.47833333333333333,157.0,15.0,0.9127906976744186,158.85,0.9127906976744186,14.553744714704763,3,5,N/A,N/A,wait for green for hard task and green/yellow for easy ,2,2,1,3,3,2,1,"yes, but in the end I based the assignation only on the (future) stress level","yes, be less in a hurry as time was not a factor",yes just for the information,I don't know,yes because this is what we want to know to assign tasks,5 Levels (Right),nan
25,Female,27,Right-handed,2,5,4,5 Colors - No Prediction,No Prediction,5,2,2,620.732,281.282,339.45,0.49,150.0,23.0,0.8670520231213873,150.1,0.8670520231213873,14.508676852490286,5,5,N/A,N/A,same as before but increase hard tasks to 3 and easy tasks to 2,3,4,4,3,2,4,3,I did not change anything. I test the water first then proceed to figure how things work and later make my decisions.,"I did not change anything. Even without the stress feedbacks, with my testing prior actual study condition, I could figure out somewhat how to play",Yes. This is a good indicator for decision making,Yes. This is a good indicator for assesment. ,Yes. This is a good indicator for assesment and decision making because it shows the possible outcome.,5 Levels (Right),nan
26,Male,27,Left-handed,4,2,2,5 Colors - No Prediction,No Prediction,5,2,1,673.865,263.429,410.43600000000004,0.4566666666666667,169.0,3.0,0.9825581395348837,166.10999999999999,0.9825581395348837,14.790202785424379,4,4,N/A,N/A,I first tried to assigned difficult tasks to everyone to see who is faster and who stressed increase the faster as well. Then depending on this I choose to assigned hard task only to the people who's stress increase slowy.,4,3,1,3,3,2,3,"Yes I changed my strategy when I was only having the current stress feedback since I could not know beforehand the evolution of the worker stress. Thus I tried first to identify how the stress of the workers change by giving them hard task and see how the color change and how long they would need to recover. I tried to do it 2 by 2 compare to the other session when I had this information available and where I could directly test each worker. I feel like it took me longer to determine the characteristics of the team with solely this information, but at the same time it was way clearer to use this information solely in my decision making process.",I fee like I did learn over the different sessions and improve my skills. I would say that my last session was way better than my first one because I knew what to expect in terms of resting time and what to do to reduce it. My overall strategy did not changed much but I was just better at it I would say.,Yes it is very important because for me it was the principal information I used to decide how to assign the taks. If a worker is too stresses I will loose more time on the long term by giving him a task or a hard task.,I think the future stress is also important but more for the planning part in the sense that based on the future stress I was able to organize multiple task to assign instead of one task only based on the current stress. It did help a lot to learn how the team behave against stress and to then adapt my management.,"I think out of the 3 type of stress, the tested future stress was the one that less help me to complete the task or to make decision. It is still important but I was putting way more empathy on the 2 previous type of stress already so I did not really used it.",3 Levels (Left),Great job!
27,Male,27,Right-handed,4,5,5,5 Colors - No Prediction,No Prediction,5,2,3,649.193,449.466,199.72699999999998,0.49499999999999994,160.0,12.0,0.9302325581395349,160.42,0.9302325581395349,14.826407555226256,3,5,N/A,N/A,Generally only gave them 1 task at a time & would give them a task if there current status was greenish.,2,3,4,3,3,2,3,Yes. When I had the tested stress I was primarily relying on that to assign tasks & try to keep it in the green. When I was depending on the current stress it required abit more guesswork to figure out when to assign tasks.,I don't think so.,Not really (if you have the tested stress).,Not really (if you have the tested stress).,Yes. Because it allowed me to better understand when to assign tasks to operators.,5 Levels (Right),nan
28,Male,24,Right-handed,5,5,5,5 Colors - No Prediction,No Prediction,5,2,4,637.006,424.126,212.88,0.5016666666666667,144.0,29.0,0.8323699421965318,141.99,0.8323699421965318,13.374128344160026,5,5,N/A,N/A,"Waited until an operator had green-yellow stress and assigned them 3 task levels if they were good, or 2 task levels if they were bad (the middle two)",3,2,1,1,1,2,1,"Without future stress I changed from ""Max out their stress until it's about to hit red"" to ""Let them relax until they hit green-yellow""","I focussed more on keeping stress levels down than keeping work up, resulting in longer experiment run time","Yes, knowing how stressed they are currently helps to know how long it will take for them to relax and get onto other tasks","Yes, knowing how stressed they are going to be in the future helps to not assign tasks to someone who is yet to feel the stress of their current workload","Yes, knowing how stressed they are going to be if you give them the task you are holding helps to minimise overall stress",5 Levels (Right),"Although I liked having the future predicitons, I scored higher without having them and only having the intermediate colours"
2,Male,33,Right-handed,5,5,5,5 Colors - No Prediction,No Prediction,5,2,1,602.620,277.945,324.675,0.5,128.0,44.0,0.7441860465116279,131.04000000000002,0.7441860465116279,13.047027977830144,2,5,N/A,N/A,"I let my operators work if they where completely rested on basic tasks, if they where stressed I would let them relax and once they where completly relaxed I would allow give them a harder task.",4,4,2,4,4,4,2,"Yes I did, If I could relly on the tested stress I would as this would allow me to ensure my operators wouldn't run it to issues halfway though thier tasks. For the other versions I let them go up to red on a ring then I would let them rest. The tested stress would also give me a clear cue when it was time to give them a  easy task. ","Not really, I used to training to work out how the visulizations worked and I these strategies worked for the most part. ",If I know my operators are currently stressed I am aware that I need to give them some space and leave them alone for a while. ,This one is useful as it allows me to plan ahead while I am giving tasks to my other operators,This one is very useful as it lets me know to some degree what is the chance of this task being completed successfully if I give it to this operator. ,5 Levels (Right),"Very well made and a good study, "
3,Female,29,Right-handed,1,4,4,5 Colors - No Prediction,No Prediction,5,2,3,570.333,161.692,408.64099999999996,0.48833333333333334,165.0,7.0,0.9593023255813954,164.49,0.9593023255813954,17.304627296684572,5,5,N/A,N/A,"used same strategy. So I assign hard tasks to green stress people, easy job to the yellow people once they finish their job. ",5,4,4,1,1,1,1,"no, i didn't change the strategy. I only wait the people to finish their job, then assign the next task to them. If there is any time limitation, then my strategy might change. But, without the time limitations, so i can just do it slowly wait it to finish, then only assign the next tasks based on their current stress level. ","No. same color same level of tasks. as long as it is not green, then it means i'll assign the easy tasks. ","Yeah, current stress helps to understand once they finish their job, are they eligible to do the next hard tasks or easy tasks. Honestly, while they complete the tasks, the stress level, I didn't care. ","Future stress would help when there is a time limitations. Like when the boss/manager need to assign the job as soon as possible, and leave, then the future stress would help the manager to decide if they want to assign hard or easy tasks. or it would work when they have to assign more than 2 tasks at a time. ",Not sure about this one. I didn't check it. ,3 Levels (Left),"3 levels would help under current situations, when we have the time limitations, then I think 5 levels might help the managers to decide what kind of task they want to assign it to them and how many maybe. "
4,Female,26,Right-handed,2,4,4,5 Colors - No Prediction,No Prediction,5,2,4,566.045,341.255,224.78999999999996,0.52,63.0,110.0,0.36416184971098264,61.65,0.36416184971098264,6.534816136526248,2,4,N/A,N/A,"Gave the hard tasks to fast working and less stressed operators. Also, made sure that I wasn't giving back to back tasks to the same operator. Tried to equally divide the tasks among operators wherever possible.",4,2,4,2,3,2,1,"Not particularly, My strategy was to assign hard tasks to fast working and less stressed operators","I didn't have to change my strategy but for one condition(texture and future prediction), I couldn't figure out the fast and slow operators, so I solely relied on the stress levels.","Yes, It shows if we should asign them any more tasks or not","Yes, It helps in deciding if we should assign them an hard or easy task","Yes, It shows if we should assign them any more tasks or not",3 Levels (Left),Although 5 stress levels were insightful but they were overwhelming.
5,Male,28,Right-handed,5,5,5,5 Colors - No Prediction,No Prediction,5,2,2,608.146,545.861,62.28499999999997,0.47833333333333333,169.0,3.0,0.9825581395348837,170.15,0.9825581395348837,16.78708731127065,5,5,N/A,N/A,"Divided operators into two groups, the first group can solve the problems fast which will be assigned hard task, while the second group will be assigned easy task. The hard task group will be assigned task in the order: hard, hard, easy + long rest. The easy task group will be assigned tasks in order: easy, easy, hard + short rest. ",3,2,2,2,1,2,1,"yes, when I can forecast the stress level, I intend to plan the assignment before they finish the tasks. ",Because the stress level forcast can only calculate one operator's stree level based. I have to use one hand to assign tasks. ,"Yes, becase so that I can have a straight forward impression of what level they are. ","yes, so I can plan the assignment before they finish the tasks. ","Not really, because it can only calculate one operator's stress level. It has a little bit conflit to  my habit that I used to assign tasks to different operators at the same time with two hands. ",5 Levels (Right),Not really. 
6,Male,25,Right-handed,3,2,1,5 Colors - No Prediction,No Prediction,5,2,1,645.315,229.723,415.59200000000004,0.5033333333333333,161.0,11.0,0.936046511627907,161.98,0.936046511627907,15.060551823528042,3,5,N/A,N/A,garder le niveau de stress des operateur en dessous du niveau jaune,3,2,4,2,3,3,2,"Oui, je regardais pas le meme indicateur, et dans le mode avec moins d'indicateur , j'apportais plus d'interet aux travailleurs rapide ","oui, je laissais plus de temps de pause. dans la derniere experience mon objectif etait de ne pas depasser le jaune dans le dernier cercle. mais de donner des taches quand le cercle au milieu etait vert. ","yes, c'est très important de connaitre l'etat du travailleur","je n'ai pas trop regardé, car je me concentre sur le ""tested future stress"" . ",le plus important pour moi. la strategie global etait de se concentre de ne pas depasser l'etat moyen-bas.,5 Levels (Right),"Il est peut-etre interresant de savoir combien de fois un travailleur a ete dans le rouge. 

Mais il aurait pu etre utiliser au bout de la troisieme utilisation. "
7,Male,24,Right-handed,2,5,4,5 Colors - No Prediction,No Prediction,5,2,3,658.298,430.421,227.877,0.5083333333333333,159.0,13.0,0.9244186046511628,154.66,0.9244186046511628,14.096351500384324,4,5,N/A,N/A,Same with the use of the task queue.,4,2,1,1,1,1,1,I always wanted to make sure that either the futur visual stress or the current one were either in green or in green/yellow.,"In the 2 last tests, I considered the speed of the operators to assign tasks in addition of the stress feedbacks.","In the experiment, it is important in order to have the highest score. In the real life, the stress acts on the performance of the person so this one becomes less performant.","Yes for the same reasons, and also because a team manager able to know the future level of stress of everyone will be able to optimize the work of the whole team.","In the experiment, it is useful in order to assign either a hard task or an easy one.",5 Levels (Right),Well done!
8,Female,22,Right-handed,3,4,2,5 Colors - No Prediction,No Prediction,5,2,4,706.124,264.705,441.41900000000004,0.47,169.0,3.0,0.9825581395348837,168.90999999999997,0.9825581395348837,14.352436682509019,5,5,N/A,N/A,"Dispatch the task depending on the level of rapidity of the operators, and still avoid to be in yellow or worst",5,4,3,3,3,3,4,"Yes, with more visibility of the futurs states, I was able to distribute better the task, and to avoid rushing the thing","Yes, with the experimet, I really learn that if you want to make a good score, you really have to take time for your operators to rest, and to remember as good as possible the level of difficulty I gave them before to better adapt the next one.","Yes because it alloxs you to change your strategy in the middle of the situation, better flexibility and way to improuve","Yes, so that you can always stay in green","Same, to always stay in green",5 Levels (Right),"Really interesting, just, we can't see all the operators at one, but maybe it is on purpose"
9,Female,22,Right-handed,5,4,4,5 Colors - No Prediction,No Prediction,5,2,2,634.453,461.163,173.28999999999996,0.5116666666666666,66.0,106.0,0.38372093023255816,74.58,0.38372093023255816,7.053004714297198,4,5,N/A,N/A,j'attendais que le stress level devienne jaune avant de leur assigner une nouvelle tache,4,3,2,2,3,3,2,oui j'ai arrêté de regarder le niveau de stress actuel et le défilé des taches à partir du moment où je pouvais voir le niveau qu'atteindrais l'opérateur avec la tache que j'avais dans la main,no,oui cela est intéressant dans l'optique où à la place des opérateur il y aurait des vrais personnes cela n'influencerais pas beaucoup la stratégie mais il serait important de connaitre ce paramètre.,oui car cela permet de prévoir à l'avance la stratégie à employer plus tard,oui car cela permet d'assigner plus efficacement les taches aux opérateurs en gérant mieux leur niveau de stress.,5 Levels (Right),nan
10,Male,19,Left-handed,5,3,3,3 Colors - With Prediction,With Prediction,3,3,4,601.848,418.978,182.86999999999995,0.49833333333333335,169.0,3.0,0.9825581395348837,168.43,0.9825581395348837,16.79128284882562,5,5,5,5,"same as before, try to keep them in low or low-medium, i will give them hard first , but it depend the prediction of whether it will be green or not. or 1 hard +  1 easy sometimes",4,2,1,3,4,3,1,"no, it basiclly the same stragtegy i use everytime, but just getting more accurate if have prediction and more details (like low-medium display instead of 3 colours)","no, i think it is the best stragtegy and most affective one","if i can't see it, i just have to guess tehir streess level, it will not be accurate distributing tasks if i can't see them","yes, it really helps my distribution mroe accurate, i mean coutnign down their stress level in brain won't be accurate especially their speed are different","not really, because it do basiclly the same as future stress level",5 Levels (Right),Bigger table
11,Male,27,Right-handed,4,5,5,3 Colors - With Prediction,With Prediction,3,3,2,616.255,499.041,117.214,0.5033333333333333,157.0,16.0,0.9075144508670521,152.81,0.9075144508670521,14.877932024892294,2,5,4,3,"I look at the current stress level first, then look at future stress level, and lastly look at tested future stress. If current stress level is green, I will assign hard task. If current stress level is yellow, I will assign easy task or no task. I will also check the take queue while deciding to allocate the tasks.",4,4,4,3,3,3,3,"yes. because I need to adjust my strategy to achieve better score. For example, if there is not future and tested stress, I will frequently look at the task queue. If there exist future stress, i won't have to check task queue often.",I wait for the low stress level and then allocate the task to the operator. I often assign two easy tasks at the same time to fast operator and often assign one hard task to slow operator.,"Yes, it helps me know the current stress level of operator which will potentially affect if i will distribute the task to this operator.","Yes, if I know the future stress level of the operator, I can clearly know if i should distribute tasks to this operator.","yes, it can help me make decision when I was struggling with distributing tasks.",5 Levels (Right),The approach of distributing task like toss the cube will potentially involve more physical effort. Too many cubes on the table.
12,Female,34,Ambidextrous,3,3,3,3 Colors - With Prediction,With Prediction,3,3,1,476.977,334.570,142.40699999999998,0.6216666666666666,52.0,121.0,0.30057803468208094,43.17,0.30057803468208094,5.430450524868077,2,4,3,3,i initially assign based on colours red(wait) yello(easy task) green (hard task) but then they all turned red i started using only queues(if this person is resting or not),1,4,3,4,3,4,3,not really because they get red fairly quick. so i only use the color stress feedback very briefly at the begning of each task/wait,i changed from the second condition when i saw the questionnaire said there was a fast and slow operator i started to test them out and assign harder and more task to those faster ones regardless of stress,i think current stress is enough otherwise it gives me more mental effort to rem how much more i need to add and make my decision making slower and hestitant. i think the current stress with stripes indicating future stress level is the best,i dont think so. i think it adds too much effort to the commander when you are in a time task. i think as a commander in the time and fast task you just need to have a general understanding of each operator,no same reason above. i feel like in this type of task environment where a commander deals with multiple operators the commander only needs to know a general performance to help with the team rather than too much individual information,5 Levels (Right),i like five but only in one ring (my last condition) 
13,Male,20,Right-handed,2,2,1,3 Colors - With Prediction,With Prediction,3,3,3,572.758,384.716,188.04200000000003,0.5066666666666667,146.0,26.0,0.8488372093023255,148.26,0.8488372093023255,15.531166740578042,1,5,5,5,I would pick up tasks and give them to whichever operator wouldn't turn red from the given tasks,1,1,2,3,1,1,1,"Yes--when I could see a higher resolution of future stress levels, it allowed me to stay in the low yellow zone at all times.","Yes--as I learned how the game worked, I became more aware of avoiding higher levels of stress. I'm not sure this resulted in a conscious strategy, but I understood how to score better.","Its not as important as future stress levels, but its still helpful because it lets the user know which operators are currently low-stressed, which is helpful to know for maximizing points.","No--I don't think this added any value to my strategy, but addmittedly I could be naive.","Absolutely--this was super helpful. Admittedly, I completely lost track of which operators were the fastest and slowest because it was so mentally easy to just watch the colors. ",5 Levels (Right),nan
14,Female,36,Right-handed,2,3,3,3 Colors - With Prediction,With Prediction,3,3,4,591.963,350.985,240.97799999999995,0.5316666666666666,106.0,67.0,0.6127167630057804,109.27000000000001,0.6127167630057804,11.075354371810402,3,4,4,4,"Considering both the current and future level of stress, I tossed the task toward operators.",3,3,3,4,3,4,3,"Yes, I changed my strategy. When I can have future stress level, I could use this information regardless of the speed of each operator. But when I only have the current stress level, it took me more time to assign the task because I had to consider both the stress level and their capability.",No. I changed my strategy depending on the visual feedbacks.,Yes. The current stress level is the fundametal information for my decision making.,"Yes. When I have the future stree information, I can decide faster and easier to assign the task.","Yes, the information helped me to confirm my decision.",5 Levels (Right),nan
